id,y
533,0
534,3
535,0
536,0
537,2
538,1
539,2
540,0
541,0
542,0
543,0
544,0
545,0
546,0
547,0
548,0
549,0
550,2
551,0
552,3
553,0
554,0
555,0
556,3
557,0
558,0
559,0
560,0
561,0
562,2
563,0
564,0
565,0
566,0
567,2
568,0
569,0
570,0
571,0
572,0
573,2
574,3
575,0
576,0
577,0
578,2
579,0
580,0
581,0
582,0
583,0
584,2
585,0
586,1
587,0
588,1
589,2
590,2
591,0
592,0
593,0
594,0
595,2
596,0
597,2
598,0
599,0
600,0
601,0
602,2
603,0
604,0
605,0
606,0
607,0
608,2
609,1
610,2
611,0
612,0
613,0
614,1
615,0
616,0
617,0
618,0
619,2
620,0
621,2
622,0
623,0
624,1
625,0
626,2
627,3
628,0
629,0
630,0
631,0
632,0
633,0
634,0
635,1
636,0
637,0
638,0
639,0
640,0
641,0
642,2
643,2
644,0
645,0
646,0
647,0
648,0
649,2
650,0
651,0
652,2
653,0
654,0
655,2
656,0
657,2
658,0
659,2
660,1
661,2
662,0
663,0
664,0
665,0
666,2
667,0
668,0
669,0
670,0
671,0
672,1
673,0
674,0
675,0
676,0
677,2
678,0
679,0
680,0
681,0
682,0
683,1
684,1
685,0
686,0
687,0
688,0
689,1
690,1
691,0
692,2
693,0
694,3
695,0
696,0
697,0
698,2
699,2
700,2
701,2
702,2
703,0
704,2
705,2
706,0
707,1
708,0
709,0
710,0
711,0
712,0
713,0
714,0
715,0
716,0
717,0
718,0
719,0
720,0
721,0
722,2
723,0
724,0
725,0
726,0
727,2
728,2
729,2
730,0
731,2
732,2
733,2
734,0
735,2
736,0
737,0
738,0
739,0
740,0
741,0
742,2
743,2
744,0
745,0
746,0
747,0
748,0
749,0
750,0
751,2
752,2
753,0
754,2
755,0
756,1
757,2
758,0
759,2
760,0
761,0
762,1
763,2
764,0
765,0
766,1
767,0
768,2
769,0
770,2
771,1
772,0
773,2
774,0
775,0
776,0
777,2
778,0
779,0
780,0
781,0
782,0
783,0
784,2
785,1
786,0
787,2
788,0
789,0
790,1
791,2
792,2
793,1
794,0
795,0
796,2
797,0
798,2
799,2
800,0
801,0
802,0
803,3
804,2
805,2
806,3
807,0
808,0
809,1
810,0
811,0
812,0
813,1
814,2
815,0
816,2
817,0
818,2
819,3
820,2
821,0
822,0
823,2
824,0
825,2
826,0
827,0
828,0
829,0
830,0
831,0
832,0
833,2
834,0
835,0
836,0
837,0
838,0
839,0
840,0
841,2
842,0
843,0
844,2
845,2
846,0
847,0
848,2
849,0
850,0
851,0
852,0
853,0
854,0
855,2
856,2
857,0
858,0
859,2
860,3
861,0
862,0
863,2
864,0
865,0
866,1
867,0
868,0
869,0
870,0
871,2
872,0
873,0
874,2
875,0
876,0
877,2
878,0
879,0
880,2
881,2
882,2
883,2
884,1
885,2
886,1
887,0
888,2
889,0
890,0
891,2
892,0
893,2
894,0
895,0
896,2
897,3
898,2
899,0
900,2
901,0
902,0
903,0
904,0
905,0
906,0
907,2
908,0
909,0
910,0
911,2
912,2
913,2
914,2
915,0
916,3
917,0
918,0
919,0
920,2
921,0
922,1
923,0
924,0
925,0
926,0
927,0
928,1
929,0
930,0
931,2
932,0
933,2
934,2
935,1
936,0
937,2
938,0
939,3
940,0
941,0
942,2
943,3
944,2
945,0
946,2
947,1
948,0
949,0
950,0
951,0
952,0
953,2
954,0
955,0
956,0
957,2
958,0
959,2
960,0
961,2
962,0
963,2
964,0
965,1
966,0
967,0
968,0
969,0
970,0
971,2
972,0
973,1
974,2
975,2
976,2
977,0
978,2
979,2
980,2
981,3
982,2
983,0
984,2
985,2
986,0
987,0
988,0
989,0
990,0
991,0
992,0
993,0
994,0
995,0
996,0
997,0
998,0
999,0
1000,0
1001,1
1002,2
1003,1
1004,0
1005,0
1006,1
1007,0
1008,0
1009,2
1010,1
1011,2
1012,0
1013,0
1014,2
1015,0
1016,1
1017,0
1018,2
1019,2
1020,0
1021,0
1022,0
1023,0
1024,0
1025,1
1026,3
1027,0
1028,2
1029,2
1030,2
1031,0
1032,0
1033,0
1034,1
1035,2
1036,2
1037,0
1038,0
1039,0
1040,2
1041,2
1042,0
1043,0
1044,2
1045,2
1046,2
1047,0
1048,2
1049,2
1050,0
1051,2
1052,1
1053,2
1054,0
1055,2
1056,0
1057,2
1058,0
1059,2
1060,0
1061,0
1062,2
1063,2
1064,0
1065,0
1066,0
1067,0
1068,3
1069,1
1070,2
1071,0
1072,3
1073,0
1074,2
1075,0
1076,0
1077,0
1078,0
1079,0
1080,0
1081,2
1082,0
1083,0
1084,0
1085,0
1086,0
1087,0
1088,2
1089,0
1090,0
1091,0
1092,0
1093,0
1094,2
1095,0
1096,0
1097,2
1098,0
1099,1
1100,2
1101,2
1102,0
1103,2
1104,1
1105,0
1106,0
1107,2
1108,2
1109,0
1110,3
1111,0
1112,0
1113,0
1114,0
1115,1
1116,2
1117,0
1118,0
1119,2
1120,2
1121,0
1122,2
1123,0
1124,0
1125,0
1126,2
1127,0
1128,3
1129,0
1130,0
1131,0
1132,1
1133,2
1134,2
1135,0
1136,0
1137,0
1138,0
1139,2
1140,0
1141,0
1142,0
1143,0
1144,0
1145,2
1146,1
1147,0
1148,2
1149,0
1150,2
1151,0
1152,2
1153,3
1154,2
1155,0
1156,2
1157,2
1158,0
1159,0
1160,0
1161,2
1162,0
1163,0
1164,0
1165,3
1166,0
1167,1
1168,0
1169,0
1170,2
1171,0
1172,2
1173,0
1174,2
1175,3
1176,2
1177,0
1178,0
1179,2
1180,0
1181,0
1182,0
1183,2
1184,2
1185,0
1186,1
1187,0
1188,0
1189,0
1190,0
1191,2
1192,2
1193,0
1194,0
1195,0
1196,2
1197,1
1198,0
1199,1
1200,0
1201,2
1202,2
1203,2
1204,3
1205,2
1206,0
1207,2
1208,0
1209,0
1210,0
1211,0
1212,0
1213,2
1214,0
1215,2
1216,0
1217,0
1218,2
1219,2
1220,0
1221,3
1222,0
1223,2
1224,2
1225,0
1226,0
1227,2
1228,2
1229,0
1230,0
1231,2
1232,2
1233,0
1234,0
1235,0
1236,2
1237,2
1238,0
1239,2
1240,2
1241,1
1242,2
1243,2
1244,2
1245,0
1246,0
1247,0
1248,0
1249,0
1250,2
1251,1
1252,1
1253,2
1254,0
1255,1
1256,0
1257,0
1258,0
1259,0
1260,0
1261,0
1262,2
1263,0
1264,2
1265,0
1266,1
1267,1
1268,0
1269,0
1270,0
1271,1
1272,1
1273,3
1274,0
1275,2
1276,0
1277,1
1278,2
1279,0
1280,0
1281,2
1282,0
1283,0
1284,0
1285,0
1286,0
1287,0
1288,2
1289,0
1290,2
1291,0
1292,0
1293,1
1294,2
1295,0
1296,0
1297,0
1298,0
1299,0
1300,0
1301,0
1302,0
1303,0
1304,0
1305,2
1306,0
1307,0
1308,0
1309,0
1310,0
1311,0
1312,0
1313,0
1314,0
1315,2
1316,2
1317,0
1318,0
1319,0
1320,0
1321,0
1322,2
1323,1
1324,0
1325,0
1326,0
1327,2
1328,2
1329,0
1330,2
1331,0
1332,2
1333,0
1334,0
1335,2
1336,1
1337,0
1338,3
1339,2
1340,0
1341,0
1342,2
1343,0
1344,0
1345,0
1346,0
1347,0
1348,0
1349,2
1350,2
1351,0
1352,0
1353,1
1354,0
1355,0
1356,0
1357,0
1358,0
1359,0
1360,0
1361,2
1362,0
1363,0
1364,0
1365,0
1366,0
1367,0
1368,2
1369,1
1370,0
1371,1
1372,1
1373,2
1374,0
1375,0
1376,0
1377,1
1378,3
1379,0
1380,1
1381,2
1382,0
1383,0
1384,0
1385,2
1386,0
1387,0
1388,1
1389,2
1390,1
1391,0
1392,0
1393,0
1394,0
1395,2
1396,0
1397,0
1398,1
1399,0
1400,2
1401,3
1402,2
1403,2
1404,0
1405,1
1406,0
1407,0
1408,2
1409,0
1410,0
1411,1
1412,0
1413,0
1414,0
1415,0
1416,2
1417,0
1418,2
1419,0
1420,1
1421,2
1422,2
1423,1
1424,0
1425,1
1426,0
1427,0
1428,0
1429,0
1430,0
1431,0
1432,2
1433,0
1434,0
1435,0
1436,0
1437,1
1438,1
1439,1
1440,0
1441,2
1442,0
1443,0
1444,1
1445,0
1446,1
1447,2
1448,0
1449,0
1450,0
1451,0
1452,0
1453,0
1454,2
1455,2
1456,0
1457,0
1458,2
1459,2
1460,2
1461,0
1462,0
1463,0
1464,0
1465,0
1466,2
1467,0
1468,1
1469,3
1470,0
1471,0
1472,0
1473,2
1474,0
1475,0
1476,0
1477,0
1478,0
1479,0
1480,0
1481,0
1482,0
1483,0
1484,0
1485,0
1486,0
1487,1
1488,2
1489,0
1490,0
1491,0
1492,2
1493,0
1494,0
1495,0
1496,2
1497,2
1498,1
1499,2
1500,2
1501,3
1502,2
1503,1
1504,0
1505,2
1506,0
1507,0
1508,2
1509,0
1510,0
1511,0
1512,0
1513,0
1514,0
1515,0
1516,0
1517,2
1518,0
1519,0
1520,0
1521,2
1522,0
1523,2
1524,1
1525,0
1526,2
1527,2
1528,2
1529,1
1530,2
1531,2
1532,2
1533,0
1534,0
1535,1
1536,0
1537,0
1538,0
1539,2
1540,2
1541,0
1542,0
1543,0
1544,2
1545,3
1546,2
1547,2
1548,0
1549,0
1550,0
1551,2
1552,0
1553,0
1554,0
1555,1
1556,0
1557,2
1558,0
1559,0
1560,1
1561,0
1562,2
1563,0
1564,1
1565,1
1566,1
1567,0
1568,0
1569,2
1570,2
1571,2
1572,1
1573,0
1574,1
1575,0
1576,2
1577,0
1578,2
1579,0
1580,0
1581,0
1582,2
1583,0
1584,0
1585,0
1586,0
1587,2
1588,0
1589,3
1590,0
1591,0
1592,0
1593,2
1594,1
1595,0
1596,2
1597,0
1598,0
1599,0
1600,2
1601,0
1602,2
1603,3
1604,0
1605,1
1606,2
1607,0
1608,0
1609,0
1610,2
1611,1
1612,0
1613,0
1614,2
1615,1
1616,0
1617,0
1618,0
1619,0
1620,0
1621,0
1622,0
1623,0
1624,2
1625,0
1626,2
1627,2
1628,0
1629,0
1630,2
1631,2
1632,3
1633,1
1634,3
1635,2
1636,0
1637,0
1638,0
1639,1
1640,2
1641,1
1642,0
1643,3
1644,0
1645,0
1646,1
1647,0
1648,0
1649,1
1650,2
1651,2
1652,3
1653,2
1654,2
1655,2
1656,3
1657,0
1658,0
1659,0
1660,2
1661,0
1662,2
1663,0
1664,0
1665,1
1666,2
1667,0
1668,0
1669,0
1670,0
1671,2
1672,2
1673,0
1674,0
1675,0
1676,0
1677,2
1678,2
1679,2
1680,2
1681,0
1682,3
1683,2
1684,2
1685,0
1686,2
1687,0
1688,0
1689,2
1690,0
1691,2
1692,2
1693,0
1694,0
1695,0
1696,2
1697,3
1698,0
1699,0
1700,2
1701,0
1702,0
1703,2
1704,0
1705,0
1706,2
1707,0
1708,0
1709,0
1710,0
1711,2
1712,2
1713,2
1714,1
1715,0
1716,0
1717,2
1718,0
1719,0
1720,0
1721,0
1722,0
1723,0
1724,2
1725,0
1726,0
1727,0
1728,2
1729,0
1730,2
1731,0
1732,0
1733,2
1734,3
1735,0
1736,2
1737,0
1738,0
1739,0
1740,2
1741,1
1742,0
1743,1
1744,2
1745,2
1746,0
1747,2
1748,0
1749,2
1750,0
1751,2
1752,0
1753,2
1754,3
1755,2
1756,2
1757,0
1758,0
1759,0
1760,0
1761,0
1762,1
1763,0
1764,2
1765,0
1766,1
1767,2
1768,0
1769,0
1770,0
1771,0
1772,0
1773,2
1774,0
1775,0
1776,0
1777,0
1778,1
1779,3
1780,0
1781,0
1782,0
1783,0
1784,0
1785,0
1786,2
1787,0
1788,0
1789,0
1790,2
1791,0
1792,1
1793,0
1794,0
1795,2
1796,0
1797,3
1798,0
1799,2
1800,2
1801,0
1802,1
1803,2
1804,2
1805,2
1806,0
1807,2
1808,2
1809,2
1810,0
1811,0
1812,2
1813,2
1814,2
1815,2
1816,0
1817,2
1818,0
1819,2
1820,2
1821,0
1822,0
1823,3
1824,2
1825,0
1826,0
1827,0
1828,1
1829,2
1830,0
1831,1
1832,0
1833,0
1834,0
1835,2
1836,0
1837,0
1838,2
1839,0
1840,0
1841,2
1842,2
1843,0
1844,0
1845,0
1846,1
1847,2
1848,0
1849,0
1850,0
1851,2
1852,3
1853,0
1854,0
1855,0
1856,2
1857,0
1858,0
1859,0
1860,0
1861,2
1862,0
1863,2
1864,0
1865,1
1866,0
1867,2
1868,1
1869,2
1870,1
1871,2
1872,0
1873,0
1874,0
1875,0
1876,0
1877,0
1878,0
1879,2
1880,2
1881,3
1882,0
1883,0
1884,0
1885,0
1886,0
1887,2
1888,2
1889,0
1890,0
1891,2
1892,0
1893,0
1894,2
1895,1
1896,0
1897,0
1898,0
1899,2
1900,2
1901,3
1902,0
1903,0
1904,2
1905,0
1906,0
1907,2
1908,0
1909,2
1910,0
1911,2
1912,0
1913,2
1914,2
1915,2
1916,0
1917,1
1918,0
1919,0
1920,3
1921,0
1922,2
1923,2
1924,0
1925,2
1926,2
1927,1
1928,2
1929,0
1930,2
1931,1
1932,1
1933,1
1934,0
1935,2
1936,0
1937,2
1938,0
1939,1
1940,0
1941,0
1942,0
1943,3
1944,0
1945,3
1946,2
1947,2
1948,0
1949,1
1950,0
1951,2
1952,1
1953,2
1954,0
1955,3
1956,0
1957,2
1958,2
1959,0
1960,0
1961,2
1962,0
1963,2
1964,0
1965,2
1966,0
1967,2
1968,0
1969,0
1970,0
1971,0
1972,2
1973,1
1974,0
1975,1
1976,2
1977,3
1978,0
1979,0
1980,0
1981,0
1982,1
1983,1
1984,0
1985,0
1986,2
1987,3
1988,0
1989,0
1990,0
1991,0
1992,2
1993,0
1994,1
1995,3
1996,0
1997,0
1998,0
1999,0
2000,2
2001,2
2002,1
2003,0
2004,3
2005,0
2006,0
2007,0
2008,0
2009,1
2010,1
2011,2
2012,1
2013,0
2014,0
2015,0
2016,0
2017,1
2018,0
2019,1
2020,0
2021,0
2022,0
2023,0
2024,1
2025,0
2026,2
2027,2
2028,0
2029,0
2030,1
2031,0
2032,0
2033,2
2034,1
2035,0
2036,2
2037,0
2038,0
2039,0
2040,0
2041,2
2042,1
2043,0
2044,0
2045,2
2046,0
2047,2
2048,0
2049,0
2050,0
2051,2
2052,2
2053,2
2054,0
2055,0
2056,2
2057,0
2058,1
2059,0
2060,0
2061,0
2062,0
2063,2
2064,3
2065,1
2066,0
2067,2
2068,0
2069,0
2070,2
2071,0
2072,2
2073,0
2074,2
2075,0
2076,0
2077,2
2078,0
2079,0
2080,0
2081,0
2082,0
2083,1
2084,2
2085,0
2086,0
2087,2
2088,0
2089,2
2090,2
2091,2
2092,0
2093,3
2094,0
2095,0
2096,0
2097,0
2098,0
2099,2
2100,2
2101,0
2102,0
2103,0
2104,0
2105,2
2106,0
2107,1
2108,1
2109,1
2110,3
2111,0
2112,0
2113,0
2114,2
2115,2
2116,0
2117,2
2118,2
2119,0
2120,3
2121,0
2122,2
2123,1
2124,1
2125,2
2126,0
2127,2
2128,2
2129,0
2130,0
2131,0
2132,2
2133,2
2134,0
2135,3
2136,2
2137,2
2138,1
2139,1
2140,2
2141,0
2142,0
2143,0
2144,0
2145,0
2146,2
2147,0
2148,0
2149,1
2150,1
2151,0
2152,0
2153,0
2154,0
2155,2
2156,2
2157,0
2158,1
2159,2
2160,2
2161,0
2162,0
2163,0
2164,0
2165,2
2166,0
2167,0
2168,0
2169,0
2170,0
2171,3
2172,2
2173,0
2174,0
2175,2
2176,2
2177,2
2178,0
2179,0
2180,2
2181,3
2182,0
2183,0
2184,0
2185,0
2186,0
2187,3
2188,2
2189,1
2190,1
2191,0
2192,0
2193,0
2194,2
2195,0
2196,0
2197,0
2198,3
2199,0
2200,0
2201,2
2202,2
2203,2
2204,2
2205,0
2206,0
2207,2
2208,2
2209,0
2210,3
2211,0
2212,2
2213,2
2214,0
2215,2
2216,0
2217,3
2218,0
2219,2
2220,0
2221,0
2222,2
2223,0
2224,0
2225,0
2226,2
2227,0
2228,0
2229,0
2230,0
2231,3
2232,0
2233,2
2234,1
2235,0
2236,0
2237,0
2238,2
2239,1
2240,2
2241,0
2242,2
2243,0
2244,2
2245,0
2246,0
2247,0
2248,0
2249,0
2250,0
2251,2
2252,2
2253,3
2254,3
2255,2
2256,2
2257,0
2258,2
2259,0
2260,0
2261,0
2262,0
2263,0
2264,0
2265,0
2266,2
2267,0
2268,0
2269,0
2270,0
2271,0
2272,2
2273,1
2274,0
2275,0
2276,2
2277,0
2278,0
2279,0
2280,3
2281,2
2282,2
2283,2
2284,2
2285,0
2286,2
2287,2
2288,0
2289,0
2290,0
2291,0
2292,0
2293,0
2294,0
2295,2
2296,1
2297,1
2298,1
2299,0
2300,0
2301,2
2302,1
2303,0
2304,0
2305,2
2306,0
2307,0
2308,1
2309,2
2310,2
2311,0
2312,0
2313,2
2314,0
2315,0
2316,2
2317,2
2318,0
2319,0
2320,1
2321,0
2322,0
2323,0
2324,0
2325,2
2326,0
2327,0
2328,0
2329,1
2330,0
2331,1
2332,2
2333,0
2334,2
2335,0
2336,2
2337,0
2338,0
2339,2
2340,0
2341,0
2342,0
2343,0
2344,1
2345,0
2346,0
2347,2
2348,2
2349,2
2350,1
2351,2
2352,0
2353,0
2354,2
2355,2
2356,0
2357,0
2358,2
2359,2
2360,0
2361,0
2362,2
2363,0
2364,0
2365,2
2366,2
2367,0
2368,0
2369,2
2370,0
2371,0
2372,0
2373,1
2374,0
2375,0
2376,2
2377,0
2378,1
2379,3
2380,2
2381,0
2382,0
2383,0
2384,0
2385,0
2386,1
2387,0
2388,0
2389,0
2390,2
2391,0
2392,0
2393,0
2394,0
2395,0
2396,2
2397,2
2398,0
2399,0
2400,0
2401,0
2402,0
2403,0
2404,2
2405,0
2406,1
2407,0
2408,2
2409,0
2410,2
2411,2
2412,0
2413,0
2414,0
2415,0
2416,0
2417,1
2418,0
2419,0
2420,0
2421,2
2422,0
2423,2
2424,0
2425,2
2426,2
2427,0
2428,3
2429,2
2430,0
2431,0
2432,0
2433,2
2434,0
2435,2
2436,2
2437,1
2438,2
2439,0
2440,2
2441,0
2442,0
2443,2
2444,2
2445,0
2446,2
2447,0
2448,0
2449,2
2450,0
2451,0
2452,0
2453,0
2454,0
2455,2
2456,2
2457,0
2458,2
2459,2
2460,0
2461,0
2462,0
2463,0
2464,0
2465,0
2466,0
2467,0
2468,2
2469,0
2470,1
2471,0
2472,0
2473,0
2474,0
2475,0
2476,0
2477,0
2478,0
2479,2
2480,0
2481,2
2482,2
2483,2
2484,0
2485,1
2486,0
2487,0
2488,0
2489,2
2490,1
2491,2
2492,2
2493,0
2494,0
2495,0
2496,1
2497,2
2498,1
2499,0
2500,2
2501,2
2502,2
2503,2
2504,2
2505,0
2506,0
2507,0
2508,0
2509,0
2510,2
2511,2
2512,2
2513,2
2514,2
2515,2
2516,0
2517,0
2518,0
2519,2
2520,1
2521,0
2522,2
2523,0
2524,1
2525,0
2526,0
2527,2
2528,0
2529,0
2530,3
2531,0
2532,0
2533,0
2534,2
2535,1
2536,0
2537,0
2538,3
2539,0
2540,0
2541,0
2542,0
2543,0
2544,0
2545,0
2546,2
2547,0
2548,1
2549,0
2550,2
2551,0
2552,0
2553,2
2554,0
2555,3
2556,0
2557,0
2558,0
2559,1
2560,0
2561,1
2562,0
2563,0
2564,0
2565,0
2566,1
2567,1
2568,0
2569,2
2570,0
2571,0
2572,0
2573,0
2574,0
2575,1
2576,1
2577,2
2578,0
2579,0
2580,2
2581,0
2582,0
2583,2
2584,2
2585,2
2586,0
2587,0
2588,0
2589,0
2590,0
2591,0
2592,0
2593,2
2594,0
2595,0
2596,2
2597,0
2598,0
2599,2
2600,0
2601,0
2602,0
2603,1
2604,2
2605,2
2606,2
2607,0
2608,1
2609,0
2610,0
2611,2
2612,0
2613,0
2614,2
2615,2
2616,2
2617,0
2618,2
2619,0
2620,0
2621,2
2622,0
2623,0
2624,0
2625,3
2626,0
2627,0
2628,2
2629,0
2630,0
2631,0
2632,0
2633,0
2634,0
2635,1
2636,0
2637,0
2638,2
2639,0
2640,2
2641,0
2642,0
2643,0
2644,0
2645,0
2646,3
2647,2
2648,2
2649,2
2650,2
2651,2
2652,0
2653,0
2654,0
2655,0
2656,0
2657,0
2658,0
2659,0
2660,2
2661,1
2662,0
2663,1
2664,0
2665,0
2666,0
2667,1
2668,0
2669,0
2670,0
2671,0
2672,2
2673,0
2674,2
2675,2
2676,0
2677,2
2678,1
2679,0
2680,2
2681,1
2682,0
2683,2
2684,2
2685,0
2686,0
2687,2
2688,0
2689,0
2690,2
2691,0
2692,2
2693,2
2694,0
2695,2
2696,1
2697,1
2698,0
2699,2
2700,0
2701,2
2702,0
2703,0
2704,0
2705,0
2706,2
2707,0
2708,3
2709,2
2710,0
2711,0
2712,2
2713,0
2714,0
2715,2
2716,2
2717,0
2718,3
2719,1
2720,0
2721,0
2722,1
2723,0
2724,0
2725,0
2726,0
2727,2
2728,2
2729,0
2730,0
2731,0
2732,0
2733,2
2734,1
2735,0
2736,2
2737,0
2738,2
2739,0
2740,0
2741,0
2742,1
2743,0
2744,0
2745,0
2746,0
2747,0
2748,1
2749,1
2750,0
2751,2
2752,2
2753,2
2754,2
2755,0
2756,1
2757,2
2758,0
2759,3
2760,2
2761,0
2762,1
2763,0
2764,0
2765,2
2766,0
2767,2
2768,2
2769,2
2770,0
2771,1
2772,2
2773,2
2774,2
2775,0
2776,0
2777,0
2778,2
2779,0
2780,2
2781,0
2782,0
2783,2
2784,0
2785,2
2786,2
2787,2
2788,0
2789,0
2790,1
2791,0
2792,0
2793,0
2794,0
2795,0
2796,0
2797,0
2798,1
2799,2
2800,0
2801,0
2802,0
2803,0
2804,0
2805,2
2806,0
2807,2
2808,0
2809,0
2810,2
2811,0
2812,2
2813,0
2814,2
2815,0
2816,0
2817,0
2818,0
2819,0
2820,0
2821,0
2822,0
2823,0
2824,0
2825,0
2826,2
2827,0
2828,0
2829,0
2830,1
2831,0
2832,0
2833,0
2834,2
2835,0
2836,1
2837,0
2838,0
2839,2
2840,0
2841,0
2842,0
2843,2
2844,0
2845,2
2846,2
2847,0
2848,0
2849,2
2850,2
2851,0
2852,2
2853,0
2854,2
2855,2
2856,1
2857,0
2858,0
2859,2
2860,2
2861,0
2862,0
2863,1
2864,0
2865,2
2866,0
2867,0
2868,0
2869,2
2870,1
2871,0
2872,3
2873,0
2874,1
2875,0
2876,0
2877,0
2878,3
2879,0
2880,0
2881,2
2882,0
2883,0
2884,2
2885,0
2886,2
2887,2
2888,1
2889,2
2890,1
2891,0
2892,0
2893,0
2894,2
2895,2
2896,2
2897,2
2898,2
2899,1
2900,0
2901,2
2902,0
2903,0
2904,0
2905,0
2906,0
2907,1
2908,2
2909,0
2910,0
2911,2
2912,0
2913,2
2914,0
2915,0
2916,1
2917,3
2918,1
2919,0
2920,0
2921,2
2922,0
2923,0
2924,0
2925,0
2926,0
2927,3
2928,0
2929,0
2930,2
2931,2
2932,1
2933,0
2934,0
2935,2
2936,2
2937,1
2938,0
2939,0
2940,0
2941,0
2942,0
2943,0
2944,2
2945,2
2946,0
2947,2
2948,0
2949,1
2950,0
2951,0
2952,2
2953,0
2954,2
2955,2
2956,0
2957,0
2958,0
2959,0
2960,0
2961,0
2962,0
2963,2
2964,0
2965,2
2966,0
2967,0
2968,1
2969,0
2970,0
2971,0
2972,2
2973,0
2974,0
2975,1
2976,0
2977,2
2978,0
2979,0
2980,2
2981,2
2982,1
2983,0
2984,0
2985,0
2986,2
2987,0
2988,0
2989,0
2990,0
2991,2
2992,0
2993,0
2994,3
2995,0
2996,0
2997,2
